id,source_book,chapter,verse,era,original_language,tamil,english,translator,source_url,license,iks_concepts,notes
TK-0017-DREW,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),17,Post-Sangam (c. 1st–5th century CE),Tamil,நெடும்புனலும் தட்பமும் காடும் துடர்மாலை ஒடுக்கம் பெரும்.,"Great waters, cold weather, and forests — these mark the rainy season.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 17, The Excellence of Rain (வான்சிறப்பு)."
TK-0069-DREW,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),69,Post-Sangam (c. 1st–5th century CE),Tamil,மகன்தந்தைக்கு ஆற்றும் உதவி இவன்தந்தை என்நோற்றான் கொல்எனும் சொல்.,The greatest service a son renders his father is making people wonder what great deeds his father must have done.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 69, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0373-DREW,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),373,Post-Sangam (c. 1st–5th century CE),Tamil,ஆகூழால் தோன்றும் அசைவின்மை கோகூழால் தோன்றும் புலி ஊன்று பொருவல்.,Firmness comes with good fate; the tiger's weakness appears with bad fate.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 373, Fate / Destiny (ஊழ்)."
TK-0081-DREW,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),81,Post-Sangam (c. 1st–5th century CE),Tamil,இருந்தோம்பி இல்வாழ்வ தெல்லாம் விருந்தோம்பி வேளாண்மை செய்தற் பொருட்டு.,All domestic life is for the sake of welcoming guests with hospitality.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 81, Hospitality (விருந்தோம்பல்)."
SIL-Cilappatikaram-6,Silappathikaram,Passage Cilappatikaram-6,Cilappatikaram-6,Post-Sangam (c. 5th century CE),Tamil,நாட்டு மக்கள் துன்பப்படும்போது அரசன் தனது சொந்த துன்பம் போல் உணர வேண்டும்.,"When the people of the land suffer, the king must feel it as his own suffering.",R. Parthasarathy,https://www.tamilvirtualuniversity.org/,Public Domain,"Arasan, Arul, Sengol",The ideal of empathetic kingship — the king's compassion for his people's suffering.
TK-0059-DREW,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),59,Post-Sangam (c. 1st–5th century CE),Tamil,இல்லாளை யாரே இகழ்வார் அவர்மறைந்து அல்லாவி னார்க்கு உதவும் கால்.,Who would despise a wife? She helps those who suffer in silence.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 59, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்)."
TK-0015-POPE,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),15,Post-Sangam (c. 1st–5th century CE),Tamil,கெடுப்பதூஉம் கெட்டார்க்கு சார்வாய்மற்று ஆக்கதூஉம் இல்லாத மாரி யதனால்.,There is no prosperity to those who have no rain; rain therefore is the source of all prosperity.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 15, The Excellence of Rain (வான்சிறப்பு)."
TK-0084-POPE,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),84,Post-Sangam (c. 1st–5th century CE),Tamil,உடைமையுள் இன்மை விருந்தோம்பல் ஓம்பா மடமை மடவார் கண் உண்டு.,"Among the wealthy, there is folly — failing to exercise hospitality; this is found among the ignorant.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 84, Hospitality (விருந்தோம்பல்)."
MMK-MM-3,Manimekalai,Passage MM-3,MM-3,Post-Sangam (c. 5th–6th century CE),Tamil,உண்டி கொடுத்தோர் உயிர் கொடுத்தோரே.,Those who give food give life itself.,Alain Danielou,https://www.tamilvirtualuniversity.org/,Public Domain,"Igai, Vrunthompal, Aram",The Manimekalai's declaration that giving food is the highest act of compassion.
TK-0293-DREW,Thirukkural,Chapter 30: Truthfulness (வாய்மை),293,Post-Sangam (c. 1st–5th century CE),Tamil,தன்நெஞ்சு அறிவது பொய்யற்க பொய்த்தபின் தன்நெஞ்சே தன்னைச் சுடும்.,"Do not lie knowingly; after lying, your own heart will burn you.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 293, Truthfulness (வாய்மை)."
TK-0070-POPE,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),70,Post-Sangam (c. 1st–5th century CE),Tamil,குழைத்த மக்கட்கு இளையர் பெரியோர் நடுவுணர்வு இல்லாத இல்லத்தவர்.,Those within the home who have not the sense of equity are like young children to their own children.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 70, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0324-DREW,Thirukkural,Chapter 33: Non-Killing (கொல்லாமை),324,Post-Sangam (c. 1st–5th century CE),Tamil,நல்லாறு எனப்படுவது யாதெனின் யாதொன்றும் கொல்லாமை சூழ்ந்து ஒழுகல்.,The good path is living with constant thoughts of non-injury.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 324, Non-Killing (கொல்லாமை)."
TK-0269-POPE,Thirukkural,Chapter 27: Penance (தவம்),269,Post-Sangam (c. 1st–5th century CE),Tamil,ஒருமை மகளிர் தமர்கணவர் என்னும் திருமை உடையார் தவம்.,The penance of women who are devoted to their one husband makes them worthy of dignity.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 269, Penance (தவம்)."
TK-0322-DREW,Thirukkural,Chapter 33: Non-Killing (கொல்லாமை),322,Post-Sangam (c. 1st–5th century CE),Tamil,பகுத்துண்டு பல்லுயிர் ஓம்புதல் நூலோர் தொகுத்தவற்றுள் எல்லாம் தலை.,"Among all virtues, sharing food and protecting all lives is the chief.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 322, Non-Killing (கொல்லாமை)."
PTR-0011,Pathitrupathu,Verse 11,11,Sangam (c. 300 BCE – 300 CE),Tamil,வளம் கெழு வேந்தன் வஞ்சி மூதூர் வலம்புரி கொண்டமர் வென்றோன்.,The prosperous king who won victory in battle taking the right-spinning conch at the ancient city of Vanji.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Viram, Arasan",A Pathitrupathu eulogy of the Chera king's military victory using the conch as symbol of rule.
TK-0137-DREW,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),137,Post-Sangam (c. 1st–5th century CE),Tamil,ஒழுக்கம் குடிசெய்யும் ஒல்லா தவர்க்கும் ஒழுக்கம் மேல் வந்த குடி.,Right conduct elevates even the lowborn; it is of higher birth than any lineage.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 137, Right Conduct (ஒழுக்கமுடைமை)."
TK-0044-DREW,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),44,Post-Sangam (c. 1st–5th century CE),Tamil,பழியஞ்சிப் பாத்தூண் உடைத்தாயின் வாழ்க்கை வழியெஞ்சல் எஞ்ஞான்றும் இல்.,A life that avoids blame and shares food never strays from the right path.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 44, Domestic Life (இல்வாழ்க்கை)."
TK-0019-POPE,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),19,Post-Sangam (c. 1st–5th century CE),Tamil,ஓஒதல் வேண்டும் ஒளிமாழ்கும் செய்வினை ஆஒதல் வேண்டும் அவர்க்கு.,Avoid deeds that cloud one's reputation; deeds that keep one steady must be pursued.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 19, The Excellence of Rain (வான்சிறப்பு)."
TK-0069-POPE,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),69,Post-Sangam (c. 1st–5th century CE),Tamil,மகன்தந்தைக்கு ஆற்றும் உதவி இவன்தந்தை என்நோற்றான் கொல்எனும் சொல்.,The greatest service a son can render his father is to make men ask what penance his father must have performed.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 69, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0054-DREW,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),54,Post-Sangam (c. 1st–5th century CE),Tamil,பெண்ணின் பெருந்தக்க யாவுள கற்பென்னும் திண்மைஉண் டாகப் பெறின்.,What greater glory for woman than firm chastity (Karpu)?,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 54, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்)."
TK-0091-DREW,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),91,Post-Sangam (c. 1st–5th century CE),Tamil,இன்சொலால் ஈரம் அளைஇப் படிறிலவாம் செம்பொருள் கண்டார்வாய்ச் சொல்.,Sweet words coated with love and free from deceit are the speech of those who know truth.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 91, Pleasant Words (இனியவை கூறல்)."
TK-0095-DREW,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),95,Post-Sangam (c. 1st–5th century CE),Tamil,பணிவுடையன் இன்சொலன் ஆதல் ஒருவற்கு அணியல்ல மற்றுப் பிற.,Modesty and pleasant speech are the only true adornments; all others are not.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 95, Pleasant Words (இனியவை கூறல்)."
TK-0042-DREW,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),42,Post-Sangam (c. 1st–5th century CE),Tamil,துறந்தார்க்கும் துவ்வா தவர்க்கும் இறந்தார்க்கும் இல்வாழ்வான் என்பான் துணை.,"The householder sustains the renounced, the destitute, and the dead.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 42, Domestic Life (இல்வாழ்க்கை)."
TK-0094-POPE,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),94,Post-Sangam (c. 1st–5th century CE),Tamil,துன்புறூஉம் துவ்வாமை இல்லாகும் யார்மாட்டும் இன்புறூஉம் இன்சொ லவர்க்கு.,"To those who speak pleasant words to all, misery and poverty will not come.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 94, Pleasant Words (இனியவை கூறல்)."
TK-0267-POPE,Thirukkural,Chapter 27: Penance (தவம்),267,Post-Sangam (c. 1st–5th century CE),Tamil,தவமும் தவமுடையார்க்கு ஆகும் அவமே அவமுடையார்க்கு ஆகும்.,Penance is for those who practise penance; vanity is for those who are vain.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 267, Penance (தவம்)."
NAT-0009,Natrinai,Verse 9,9,Sangam (c. 300 BCE – 300 CE),Tamil,முல்லை நிலத்து மழை பொழியும் மாலையில் தலைவன் வாராத வேண்டும் தலைவிக்கு.,"In the pastoral Mullai land when evening rains fall, the heroine waits for her love to return.",A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Mullai, Pirivu",The Mullai landscape's rainy evening heightens the heroine's patient longing for her hero.
AKA-0100,Akananuru,Verse 100,100,Sangam (c. 300 BCE – 300 CE),Tamil,வேல்வீரன் வெற்றிக்கு மகிழ்ந்த குடிமக்கள் வாகை மாலை சூடினர்.,The people rejoiced at the warrior's victory and wore garlands of Vakai flowers.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Vakai, Viram",The Vakai flower garland marks celebration of military victory in Puram genre conventions.
TK-0026-DREW,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),26,Post-Sangam (c. 1st–5th century CE),Tamil,முனிவரர் முன்னிலை நிற்கும் துணிவு உடைமை புலவர் பெருமை.,To stand firm before great sages is the measure of a scholar's greatness.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 26, The Greatness of Ascetics (நீத்தார் பெருமை)."
SIL-Mangu-2,Silappathikaram,Passage Mangu-2,Mangu-2,Post-Sangam (c. 5th century CE),Tamil,கண்ணகி கோபத்தினால் மதுரை நகரை எரித்தாள் தன் கற்பின் வலிமையால்.,"Kannaki, with the power of her chastity (Karpu), in her rage, burned down the city of Madurai.",R. Parthasarathy,https://www.tamilvirtualuniversity.org/,Public Domain,"Karpu, Manam",The climactic act of the epic — Kannaki's chastity gives her divine power to destroy an unjust city.
PUR-0278,Purananuru,Verse 278,278,Sangam (c. 300 BCE – 300 CE),Tamil,வீழ்ந்தார் மேல் வீழ்ந்தன மழை நீர் புகழ் வீழ்ந்தார் மேல் வீழாது.,Rains fall on those who have fallen; but fame falls not on those who have fallen.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Pukazh, Oozh","A reflection that natural cycles revive life, but lost fame cannot be restored by nature."
TK-0075-POPE,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),75,Post-Sangam (c. 1st–5th century CE),Tamil,அன்புற்று அமர்ந்த வழக்கென்ப வான்நட்பு என்புற்று அகன்ற விடத்து.,"When union with love has become established, and the body has expanded with bone, then friendship is heavenly.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 75, Possession of Love (அன்புடைமை)."
TK-0059-POPE,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),59,Post-Sangam (c. 1st–5th century CE),Tamil,இல்லாளை யாரே இகழ்வார் அவர்மறைந்து அல்லாவி னார்க்கு உதவும் கால்.,Who will despise a wife? For it is she who helps those who are in secret distress.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 59, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்)."
TK-0012-DREW,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),12,Post-Sangam (c. 1st–5th century CE),Tamil,துப்பார்க்குத் துப்பாய துப்பாக்கித் துப்பார்க்கு துப்பாய தூஉம் மழை.,Rain makes the food we eat and is itself food as well.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 12, The Excellence of Rain (வான்சிறப்பு)."
TK-0018-DREW,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),18,Post-Sangam (c. 1st–5th century CE),Tamil,சிறைகாத்து சீர்மை பயக்குமேல் நோன்பிற்கு அறைகூவல் ஆகும் ஆழி.,"If the sea keeps bounds and aids prosperity, the hermit's vow is successful.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 18, The Excellence of Rain (வான்சிறப்பு)."
TK-0050-POPE,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),50,Post-Sangam (c. 1st–5th century CE),Tamil,வையத்துள் வாழ்வாங்கு வாழ்பவன் வான்உறையும் தெய்வத்துள் வைக்கப் படும்.,He who lives in this world as he ought to live will be placed among the gods who dwell in heaven.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 50, Domestic Life (இல்வாழ்க்கை)."
TK-0543-DREW,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),543,Post-Sangam (c. 1st–5th century CE),Tamil,கொலைசெய்து கொன்றாரும் வாழ்வர் அலைசெய்து அல்லவை செய்யா தவர்.,Even a murderer may survive; those who commit injustice will not.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 543, Just Scepter (செங்கோன்மை)."
TK-0093-DREW,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),93,Post-Sangam (c. 1st–5th century CE),Tamil,முகத்தான் அமர்ந்து இனிதுநோக்கி அகத்தானாம் இன்சொ லினதே அறம்.,Virtue is to look kindly with the face and speak sweetly from the heart.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 93, Pleasant Words (இனியவை கூறல்)."
PUR-0067,Purananuru,Verse 67,67,Sangam (c. 300 BCE – 300 CE),Tamil,ஈயாது வாழ்தல் புன்மை ஆகும் ஈதல் வலியார் செல்வம்.,To live without giving is baseness; generosity is the wealth of the powerful.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Igai, Kodai",Avvaiyar's declaration that generosity defines the powerful over mere wealth.
TK-0076-POPE,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),76,Post-Sangam (c. 1st–5th century CE),Tamil,முகனமர்ந்து நட்பின் தலைக்கொண்டு உகமன்னும் உக்கிர தீவினையார்.,Those who meet with pleasant countenance and pursue friendship to the end — their fierce deeds are famous.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 76, Possession of Love (அன்புடைமை)."
TK-0292-POPE,Thirukkural,Chapter 30: Truthfulness (வாய்மை),292,Post-Sangam (c. 1st–5th century CE),Tamil,பொய்மையும் வாய்மை யிடத்த புரைதீர்ந்த நன்மை பயக்கும் எனின்.,Even falsehood can be truthfulness if it is found to produce good that is free from fault.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 292, Truthfulness (வாய்மை)."
TK-0021-POPE,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),21,Post-Sangam (c. 1st–5th century CE),Tamil,ஒழுக்காறு இகழ்ந்த ஒருவன் கழுக்கோட்டு ஒழுகான் மதிக்கப்படும்.,He who neglects the path of virtue will be despised by all even though he may live perfectly.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 21, The Greatness of Ascetics (நீத்தார் பெருமை)."
TK-0097-DREW,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),97,Post-Sangam (c. 1st–5th century CE),Tamil,இன்சொல் இனிதீன்றல் காண்கம் இன்சொலால் அன்சேர்ந்த சோலை விடம்.,Pleasant speech yields sweet fruit; but even a lovely forest can yield poison.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 97, Pleasant Words (இனியவை கூறல்)."
TK-0032-DREW,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),32,Post-Sangam (c. 1st–5th century CE),Tamil,அறத்தாறு இல்வாழ்க்கை ஆற்றின் புறத்தாறும் போஒய் பெறுவ தெவன்.,Living domestically on virtue's path — what more need one seek from other paths?,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 32, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
TK-0138-POPE,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),138,Post-Sangam (c. 1st–5th century CE),Tamil,மறப்பினும் ஓத்துக்கொளலாகும் பார்ப்பான் பிறப்பொழுக்கம் குன்றல் இலன்.,"Even if a Brahmin forgets his learning he can regain it; but if his conduct fails, he falls from his birth.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 138, Right Conduct (ஒழுக்கமுடைமை)."
TK-0268-DREW,Thirukkural,Chapter 27: Penance (தவம்),268,Post-Sangam (c. 1st–5th century CE),Tamil,உரன்என்னும் உள்ளம் உடையார்க்கு உலகம் வரன்என்னும் வைப்பாகும் ஒருக்கால்.,"To the resolute-minded, the world becomes a treasury of excellence.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 268, Penance (தவம்)."
TK-0012-POPE,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),12,Post-Sangam (c. 1st–5th century CE),Tamil,துப்பார்க்குத் துப்பாய துப்பாக்கித் துப்பார்க்கு துப்பாய தூஉம் மழை.,Rain produces the food which we eat; it is itself also food.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 12, The Excellence of Rain (வான்சிறப்பு)."
TK-0068-DREW,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),68,Post-Sangam (c. 1st–5th century CE),Tamil,ஈன்று புறந்தருதல் என்தலைக் கடனே சான்றோன் ஆக்குதல் தந்தைக்குக் கடனே.,Bearing and nurturing the child is the mother's duty; making him noble is the father's.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 68, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0325-DREW,Thirukkural,Chapter 33: Non-Killing (கொல்லாமை),325,Post-Sangam (c. 1st–5th century CE),Tamil,நிலையஞ்சல் கொல்லாமை என்னாத மாக்கள் புலையஞ்சல் கண்ணில் பொதி.,Those who fear no instability and avoid no killing — their sinful eyes are mere packages of flesh.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 325, Non-Killing (கொல்லாமை)."
TK-0089-POPE,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),89,Post-Sangam (c. 1st–5th century CE),Tamil,வருவிருந்து வைகலும் ஓம்புவான் வாழ்க்கை பருவந்து பாழ்படுதல் இல்.,The life of him who daily ministers to the guests that come will never be desolate.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 89, Hospitality (விருந்தோம்பல்)."
TK-0092-DREW,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),92,Post-Sangam (c. 1st–5th century CE),Tamil,அகன்அமர்ந்து ஈதலின் நன்றே முகனமர்ந்து இன்சொலன் ஆகப் பெறின்.,Better than generous giving with a glad face is giving with pleasant words.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 92, Pleasant Words (இனியவை கூறல்)."
TK-0025-DREW,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),25,Post-Sangam (c. 1st–5th century CE),Tamil,ஐந்தவித்தான் ஆற்றல் அகல்விசும்பு ளார்கோமான் இந்திரனே சாலுங் கரி.,"Indra, king of the heavens, is himself proof of the power of one who subdued the five senses.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 25, The Greatness of Ascetics (நீத்தார் பெருமை)."
TK-0098-POPE,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),98,Post-Sangam (c. 1st–5th century CE),Tamil,இனிய உளவாக இன்னாத கூறல் கனிஇருப்பக் காய்கவர்ந் தற்று.,To say harsh things when pleasant ones are available is like plucking the unripe fruit when the ripe is there.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 98, Pleasant Words (இனியவை கூறல்)."
SIL-Mangu-4,Silappathikaram,Passage Mangu-4,Mangu-4,Post-Sangam (c. 5th century CE),Tamil,அரசன் பிழை செய்தான் ஆதலால் மாதவி பிரிந்தாள் கோவலனிடமிருந்து.,"Because the king erred in justice, Madhavi separated from Kovalan.",R. Parthasarathy,https://www.tamilvirtualuniversity.org/,Public Domain,"Sengol, Oozh",The narrative consequence of royal injustice rippling through individual lives.
MMK-MM-4,Manimekalai,Passage MM-4,MM-4,Post-Sangam (c. 5th–6th century CE),Tamil,அன்னை ஆவுடையார் தன் வாழ்க்கையை அறத்திற்கு அர்ப்பணித்தாள்.,Auvudaiyar dedicated her life entirely to virtue (Aram).,Alain Danielou,https://www.tamilvirtualuniversity.org/,Public Domain,"Aram, Thavam",The heroine's renunciation and dedication to virtue mirrors the Buddhist path of the text.
TK-0087-POPE,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),87,Post-Sangam (c. 1st–5th century CE),Tamil,பண்பு உடையவரைப் பாத்து உண்டலின் பண்பில்லார் தம்பொருள் உண்டு ஊட்டுதல் தகாது.,To eat with the refined is better than feeding the uncultured with their own food.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 87, Hospitality (விருந்தோம்பல்)."
TK-0056-POPE,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),56,Post-Sangam (c. 1st–5th century CE),Tamil,தற்காத்துத் தற்கொண்டாற் பேணித் தகைசான்ற சொற்காத்துச் சோர்விலாள் பெண்.,"She who guards herself, attends to her husband, and is of good speech without failing — she is a woman of true excellence.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 56, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்)."
TK-0040-DREW,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),40,Post-Sangam (c. 1st–5th century CE),Tamil,மனத்துக்கண் மாசிலன் ஆதல் அனைத்தறன் ஆகுல நீர பிற.,Virtue consists in purity of mind; all else is mere noise.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 40, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
NAT-0052,Natrinai,Verse 52,52,Sangam (c. 300 BCE – 300 CE),Tamil,பாலை நிலத்தில் பிரிந்த காதலன் வரும் நாள் வரை பொறுத்திருக்கும் கல்மனம்.,"In the arid Palai landscape, the heroine's stone-like heart waits until her love returns.",A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Palai, Pirivu, Kadal",The arid Palai landscape represents separation; the heroine's patient endurance is like stone.
TK-0088-POPE,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),88,Post-Sangam (c. 1st–5th century CE),Tamil,மிகைபடச் சொல்லாது மெய்ப்பட வேண்டும் வகைபட வேண்டும் விருந்து.,"Hospitality should be rendered exactly as truth demands, neither exaggerated nor deficient.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 88, Hospitality (விருந்தோம்பல்)."
SIL-Cilappatikaram-7,Silappathikaram,Passage Cilappatikaram-7,Cilappatikaram-7,Post-Sangam (c. 5th century CE),Tamil,யாழின் இசை கேட்டு மகிழும் மனமுள்ளவர் இசையை புரிந்துகொண்டவர்.,Those who delight in hearing the music of the Yazh are those who truly understand music.,R. Parthasarathy,https://www.tamilvirtualuniversity.org/,Public Domain,"Yazh, Pan",The Silappathikaram's celebration of the Yazh (lute) as the highest musical instrument.
TK-0041-DREW,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),41,Post-Sangam (c. 1st–5th century CE),Tamil,இல்வாழ்வான் என்பான் இயல்புடைய மூவர்க்கும் நல்லாற்றின் நின்ற துணை.,The householder is the pillar of support for the other three righteous life-paths.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 41, Domestic Life (இல்வாழ்க்கை)."
TK-0002-DREW,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),2,Post-Sangam (c. 1st–5th century CE),Tamil,கற்றதனால் ஆய பயனென்கொல் வாலறிவன் நற்றாள் தொழாஅர் எனின்.,What will the learned profit if they do not worship the feet of the pure-knowledged One?,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 2, Praise of God (கடவுள் வாழ்த்து)."
TK-0072-POPE,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),72,Post-Sangam (c. 1st–5th century CE),Tamil,அன்பிற்கும் உண்டோ அடைக்குந்தாழ் ஆர்வலர் புன்கண்நோக்கில் தவிர்வது.,Is there a bolt to bar the heart from love when the eyes of the eager behold sorrow?,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 72, Possession of Love (அன்புடைமை)."
