id,work_name,author,translator,era,literary_type,chapter,verse_number,tamil_text,english_translation,alternate_translations,commentary,glossary,iks_concepts,concept_ids,semantic_tags,source_reference,license,quality_score,is_valid,validation_errors
TK-0074-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),74,அன்புஈனும் ஆர்வம் உடைமை அதுஈனும் நண்பென்னும் நாடாச் சிறப்பு.,Love produces earnest affection; affection produces immeasurable friendship.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0134-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),134,சீலமென்னும் செல்வம் ஒருவற்குத் தான்திரிவு இல்லா அறத்தினால் வரும்.,The wealth of conduct comes through virtue that never deviates.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0043-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),43,தென்புலத்தார் தெய்வம் விருந்தொக்கல் தானென்றாங்கு ஐம்புலத்தாறு ஓம்பல் தலை.,"Serving ancestors, gods, guests, kin, and self: these five are the householder's chief duties.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0136-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),136,ஒழுக்கம் உடையவர்க்கு ஓதல் உடையவர்க்கும் இல்லா இடத்தும் அரசு.,"Right conduct gives dominion even without learning; without it, learning fails.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0379-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate / Destiny (ஊழ்),379,நல்லவை எல்லாம் தீயவாம் தீயவும் நல்லவாம் செல்வச் செயலான் வரும்.,"Through fate's action, all good turns bad and all bad turns good.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0242-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),242,நல்லாற்றால் நாடி அருளாள்க பல்லாற்றால் தேரினும் அஃதே துணை.,"Cultivate compassion through the good path; however many ways you investigate, compassion is the companion.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0075-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),75,அன்புற்று அமர்ந்த வழக்கென்ப வான்நட்பு என்புற்று அகன்ற விடத்து.,"When love is established in the body to the bone, friendship becomes heavenly.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0139-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),139,அழுக்காறு உடையார்க்கு அதுசாலும் ஒன்றே ஒழுக்கம் உடையவர்க்கு ஓர் உதவி.,Envy alone suffices as vice; right conduct alone suffices as virtue's help.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0045-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),45,அன்பும் அறனும் உடைத்தாயின் இல்வாழ்க்கை பண்பும் பயனும் அது.,A domestic life with love and virtue possesses both its excellence and its fruit.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0060-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),60,மங்கலம் என்ப மனைமாட்சி மற்றதன் நன்கலம் நன்மக்கட் பேறு.,The excellence of a home is called auspicious; its best adornment is the gift of good children.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0082-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),82,விருந்து புறத்ததாத் தானுண்டல் சாவா மருந்தெனினும் வேண்டற்பாற் றன்று.,To eat alone while the guest remains outside — even if the food is nectar that prevents death — is undesirable.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0033-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),33,அறத்தான் வருவதே இன்பம் மற்றெல்லாம் புறத்த பரிசுடையது.,Joy comes only from virtue; all else is externally pleasant.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0050-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),50,வையத்துள் வாழ்வாங்கு வாழ்பவன் வான்உறையும் தெய்வத்துள் வைக்கப் படும்.,One who lives in this world as one should will be reckoned among the divine.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0061-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),61,பெறுமவற்றுள் யாமறிவது இல்லை அறிவறிந்த மக்கட்பேறு அல்ல பிற.,"Among all the blessings we know, there is none equal to the gift of children who understand wisdom.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0377-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate / Destiny (ஊழ்),377,பரிதியார் பார்ப்பான் ஒளிவிடும் சாயல் ஒரிதியார் ஒத்தம் வழி.,The sun illumines all the earth; fate illumines all of one's path.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0014-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),14,ஏரின் உழாஅர் உழவர் புயலென்னும் வாரி வளங்குன்றிய விடத்து.,"Farmers will not plow with their plows when the clouds, the givers of riches, fail.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0376-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate / Destiny (ஊழ்),376,தவப்பயன் ஊழிலா வாகும் கவர்ப்பரியன் கனவினிலும் உண்டோ குறை.,"Penance without fate is useless; even in dreams, the destined lack nothing.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0243-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),243,அருள்அல்லது யாதெனின் கொன்றாரும் கொல்லார் மருளாரும் நிற்பார் நிலை.,Compassion is when even killers pause and the confused find stillness.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0054-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),54,பெண்ணின் பெருந்தக்க யாவுள கற்பென்னும் திண்மைஉண் டாகப் பெறின்.,What greater glory is there for women than the firm chastity which is called Karpu?,[],,{},"[{'concept_id': 'IKS-KARPU', 'name': 'Karpu', 'meaning': 'Chastity, faithfulness, or marital virtue', 'historical_era': 'Post-Sangam (c. 1st–5th century CE)', 'related_concepts': ['IKS-ANBU', 'IKS-OZHUKKAM'], 'confidence': 0.7}]",['IKS-KARPU'],['karpu'],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0323-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 33: Non-Killing (கொல்லாமை),323,ஒன்றாக நல்லது கொல்லாமை மற்றதன் பண்பு உரைக்கின் பன்மை யான் நன்று.,"Non-killing stated simply is one good; stated in its many aspects, it has manifold good.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0052-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),52,மனைமாட்சி இல்லாள்கண் இல்லாயின் வாழ்க்கை எனைமாட்சித்து ஆயினும் இல்.,"If the wife lacks home-adorning virtue, however grand the life, it has no real worth.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0034-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),34,செய்யாமல் செய்த உதவிக்கு வையகமும் வானகமும் ஆற்றல் அரிது.,To repay unbidden service with all the world and heaven too would be impossible.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0013-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),13,விண்இன்று பொய்ப்பின் விரிநீர் வியன்கடலும் மண்ணின்று மாணப் பெரும்.,"If the rains fail, even the boundless sea will diminish.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0247-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),247,அருளில் அரசர் பொருளில் ஒருவர் இருளுட் கழிவர் இடும்பை உழந்து.,"Kings without compassion, however wealthy, wander in darkness with suffering.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0028-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),28,அந்தணர் என்போர் அறவோர்மற் றெவ்வுயிர்க்கும் செந்தண்மை பூண்டொழுக லான்.,True Brahmins are the virtuous who protect all lives with cool benevolence.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0262-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),262,தவம்செய்வார் தம்கருமம் செய்வார்மற் றல்லார் அவஞ்செய்வார் ஆசை உடைத்து.,Those who practise penance do their own duty; others pursue vanity through desire.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0020-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),20,நீர்இன்று அமையா யாக்கை புலனென்னும் ஆர்இன்று அமையா தல்.,"As the body cannot exist without water, so virtue cannot exist without the senses being properly trained.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0371-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate / Destiny (ஊழ்),371,ஊழிற் பெருவலி யாவுள மற்றொன்று சூழினும் தான்முந் துறும்.,"What strength is greater than fate? Even if one devises some other plan, fate will manifest first.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0049-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),49,அன்பு நன்கு உடையவர் இல்வாழ்க்கை ஆற்றின் இருந்தொழிவார் யார்.,"If those who live the domestic life with great love are truly walking its path, who would leave it?",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0041-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),41,இல்வாழ்வான் என்பான் இயல்புடைய மூவர்க்கும் நல்லாற்றின் நின்ற துணை.,The good householder is the support of the other three orders of life who walk the path of goodness.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0006-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 1: Praise of God (கடவுள் வாழ்த்து),6,பொறிவாயில் ஐந்தவித்தான் பொய்தீர் ஒழுக்க நெறிநின்றார் நீடுவாழ் வார்.,"Long live those who stand in the path of truthful virtue, restraining the five senses.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0037-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),37,அன்றறிவாம் என்னாது அறம்செய்க மற்றது பொன்றுங்கால் பொன்றாத் துணை.,"Do not delay virtue saying 'we will know it later'; when death comes, virtue is the unfailing refuge.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0270-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),270,இலன்என்று தீயவை செய்யற்க செய்யின் இலன்ஆகும் மேலும் இழிந்து.,"Do not do evil thinking 'I am poor'; if you do, you will become poorer and more degraded.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0246-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),246,அருளின் பொருளா விழைவார் பொருளின் பொருளா விழையாதார்.,Those who desire compassion as their wealth do not desire material wealth as wealth.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0046-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),46,அறத்தான் வருவதே இன்பம் மற்றெல்லாம் துறத்தற் பொருட்டு.,Joy comes from virtue alone; all else must be renounced.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0051-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),51,மனைத்தக்க மாண்புடையள் ஆகித்தற் கொண்டான் வளத்தக்காள் வாழ்க்கைத் துணை.,"She who by her virtue accords with the greatness of her home, and is fitted for her lord's prosperity, is a real partner in life.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0087-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),87,பண்பு உடையவரைப் பாத்து உண்டலின் பண்பில்லார் தம்பொருள் உண்டு ஊட்டுதல் தகாது.,Eating with the cultured is better than feeding the uncultured from their own wealth.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0019-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),19,ஓஒதல் வேண்டும் ஒளிமாழ்கும் செய்வினை ஆஒதல் வேண்டும் அவர்க்கு.,Shun deeds that dim one's luster and pursue deeds that sustain one's fame.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0057-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),57,சிறைகாக்கும் காப்பே வலிதுகொல் உள்ளதே உம்மைகாக்கும் கணவன் தொழில்.,A woman's inner virtue protects her more than any external guard; the husband guards from outside.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0010-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 1: Praise of God (கடவுள் வாழ்த்து),10,பிறவிப் பெருங்கடல் நீந்துவர் நீந்தார் இறைவன் அடிசேரா தார்.,They who seek not the feet of God cannot cross the ocean of births.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0100-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),100,நயன்ஒன்றும் இல்லத நண்பாம் பிறன்கேட்க வயனுடைத் தாகும் வசை.,That which has no excellence in friendship becomes a reproach when heard by others.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0073-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),73,அன்போடு இயைந்த வழக்கென்ப ஆருயிர்க்கு என்போடு இயைந்த தொடர்பு.,The bond of the soul with the body is said to be a bond united with love.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0055-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),55,தெய்வம் தொழாஅள் கொழுநன் தொழுதெழுவாள் பெய்யெனப் பெய்யும் மழை.,"The woman who worships her husband, not the gods, commands the rain to fall.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0545-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 55: Just Scepter (செங்கோன்மை),545,ஆக்கல் உதவி அளி நீக்கம் நான்கென்ப வேந்தர்க்கு வேண்டும் வினை.,"Creating, protecting, giving, and removing — these four are said to be a king's duties.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0076-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),76,முகனமர்ந்து நட்பின் தலைக்கொண்டு உகமன்னும் உக்கிர தீவினையார்.,Those who meet pleasantly and maintain friendship to the end become renowned even for fierce deeds.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0092-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),92,அகன்அமர்ந்து ஈதலின் நன்றே முகனமர்ந்து இன்சொலன் ஆகப் பெறின்.,Better than giving with a cheerful countenance is giving with pleasant speech.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0135-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),135,நன்றிக் கமைவுடைமை நாணுடைமை யிரண்டும் அன்றிக்கு ஒவ்வாத ஒழுக்கமலர்.,"Virtue's flowering is composed of gratitude and modesty — without these two, no real conduct.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0090-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),90,முகமன்னர் கண்ணோட்டம் இன்மை அமையும் இகலிரண்டாந் துப்பில் தவம்.,Kings without loving eyes are weak in battle; penance without compassion avails nothing.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0048-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),48,ஆற்றின் ஒழுக்கி அறனிழுக்கா இல்வாழ்க்கை நோற்பாரின் நோன்மை உடைத்து.,A domestic life that flows in its proper course and does not deviate from virtue has greater power than the ascetic's penance.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0062-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),62,எழுபிறப்பும் தீயவை தீண்டா பழிபிறங்கா பண்புடை மக்கட் செல்வம்.,The wealth of virtuous children ensures that evil does not touch their parents through seven births.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0542-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 55: Just Scepter (செங்கோன்மை),542,இறைகடியன் என்று அஞ்சார் இன்றாயின் உய்யா தொழியும் குடி.,"If a king's subjects are not afraid and say 'He is severe,' that people will perish.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0080-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),80,அன்பு கனவினும் வேண்டா ஒழியினும் தன்புக்கு ஒதுங்கா வழி.,Love desires no cessation even in dreams; it never abandons the path to its object.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0083-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),83,பரிந்தோம்பிப் பற்றற்றேம் என்பர் விருந்தோம்பி வேளாண்மை செய்யாதவர்.,Those who never showed hospitality will lament that they perished with none to hold to.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0078-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),78,புறத்துறுப்பு எல்லாம் எவன்செய்யும் யாக்கை அகத்துறுப்பு அன்பிலா தார்க்கு.,Of what use are all external organs to those who are without love in their heart?,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0035-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),35,எனைத்தொன்று நன்றி பயவா வினைத்தொன்றும் நன்றிக்கு நல்ல விடம்.,Whatever yields no good is evil; whatever yields good is virtue.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0004-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 1: Praise of God (கடவுள் வாழ்த்து),4,வேண்டுதல் வேண்டாமை இலானடி சேர்ந்தார்க்கு யாண்டும் இடும்பை இல.,"To those who meditate the feet of God who is without desire or aversion, evil shall never come.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0133-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),133,ஒழுக்கத்தின் ஒல்கார் உரவோர் இழுக்கத்தின் ஏதம் படுபாக்கு அலர்.,The strong do not swerve from right conduct; those who deviate bring reproach.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0005-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 1: Praise of God (கடவுள் வாழ்த்து),5,இருள்சேர் இரண்டிடத்தும் கெடுக்கும் திருவுள்ளத்து தேறல் மலர்தாள் தொழல்.,The worship of the lotus feet in a pure mind destroys sins of darkness in both existences.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0086-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),86,இனைத்துணைத்து என்பதொன்று இல்லை விருந்தின் துணைத்துணை ஓம்பப் படும்.,There is no fixed measure for hospitality; it should be extended to the utmost limit.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0030-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),30,சுவைஒளி ஊறுஒசை நாற்றமென ஐந்தின் வகைதெரிவான் கட்டே உலகு.,"The world belongs to one who understands the five senses: taste, sight, touch, sound, and smell.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0324-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 33: Non-Killing (கொல்லாமை),324,நல்லாறு எனப்படுவது யாதெனின் யாதொன்றும் கொல்லாமை சூழ்ந்து ஒழுகல்.,"If you ask what the good path is, it is to live life thinking of and practising non-injury.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0079-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),79,அன்பில்லார் தம்மைப் பிறர்செய்தல் அன்பின்மைக்கு என்மனங் கோடுகொள்ளும்.,"Whatever good is done to the loveless, their lovelessness of heart makes it seem as if it were done to others.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0249-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),249,தன்னூன் பெருக்கற்குத் தான்பிறிதூன் உண்பான் எங்ஙனம் ஆளும் அருள்.,How can one possess compassion who enlarges his body by eating other creatures' flesh?,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
