id,tamil_text,english_translation,author,work_name,chapter,verse_number,era,literary_category,source_url,license,translator,translator_notes,commentary,iks_concepts,glossary,metadata,quality_score,is_valid
TK-0135-POPE,நன்றிக் கமைவுடைமை நாணுடைமை யிரண்டும் அன்றிக்கு ஒவ்வாத ஒழுக்கமலர்.,"Virtue's flowering is composed of gratitude and modesty — without these two, no real conduct.",Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),135,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 135, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
TK-0090-DREW,முகமன்னர் கண்ணோட்டம் இன்மை அமையும் இகலிரண்டாந் துப்பில் தவம்.,Kings without loving eyes are weak in battle; penance without compassion avails nothing.,Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),90,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 90, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0048-POPE,ஆற்றின் ஒழுக்கி அறனிழுக்கா இல்வாழ்க்கை நோற்பாரின் நோன்மை உடைத்து.,A domestic life that flows in its proper course and does not deviate from virtue has greater power than the ascetic's penance.,Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),48,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 48, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0062-POPE,எழுபிறப்பும் தீயவை தீண்டா பழிபிறங்கா பண்புடை மக்கட் செல்வம்.,The wealth of virtuous children ensures that evil does not touch their parents through seven births.,Tiruvalluvar,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),62,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 62, The Blessing of Children (புதல்வரைப் பெறுதல்).",,[],{},{},0.9,True
TK-0542-POPE,இறைகடியன் என்று அஞ்சார் இன்றாயின் உய்யா தொழியும் குடி.,"If a king's subjects are not afraid and say 'He is severe,' that people will perish.",Tiruvalluvar,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),542,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 542, Just Scepter (செங்கோன்மை).",,[],{},{},0.9,True
TK-0080-POPE,அன்பு கனவினும் வேண்டா ஒழியினும் தன்புக்கு ஒதுங்கா வழி.,Love desires no cessation even in dreams; it never abandons the path to its object.,Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),80,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 80, Possession of Love (அன்புடைமை).",,[],{},{},0.9,True
TK-0083-DREW,பரிந்தோம்பிப் பற்றற்றேம் என்பர் விருந்தோம்பி வேளாண்மை செய்யாதவர்.,Those who never showed hospitality will lament that they perished with none to hold to.,Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),83,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 83, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0078-POPE,புறத்துறுப்பு எல்லாம் எவன்செய்யும் யாக்கை அகத்துறுப்பு அன்பிலா தார்க்கு.,Of what use are all external organs to those who are without love in their heart?,Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),78,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 78, Possession of Love (அன்புடைமை).",,[],{},{},0.9,True
TK-0035-DREW,எனைத்தொன்று நன்றி பயவா வினைத்தொன்றும் நன்றிக்கு நல்ல விடம்.,Whatever yields no good is evil; whatever yields good is virtue.,Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),35,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 35, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்).",,[],{},{},0.9,True
TK-0004-POPE,வேண்டுதல் வேண்டாமை இலானடி சேர்ந்தார்க்கு யாண்டும் இடும்பை இல.,"To those who meditate the feet of God who is without desire or aversion, evil shall never come.",Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),4,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 4, Praise of God (கடவுள் வாழ்த்து).",,[],{},{},0.9,True
TK-0133-DREW,ஒழுக்கத்தின் ஒல்கார் உரவோர் இழுக்கத்தின் ஏதம் படுபாக்கு அலர்.,The strong do not swerve from right conduct; those who deviate bring reproach.,Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),133,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 133, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
TK-0005-DREW,இருள்சேர் இரண்டிடத்தும் கெடுக்கும் திருவுள்ளத்து தேறல் மலர்தாள் தொழல்.,The worship of the lotus feet in a pure mind destroys sins of darkness in both existences.,Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),5,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 5, Praise of God (கடவுள் வாழ்த்து).",,[],{},{},0.9,True
TK-0086-POPE,இனைத்துணைத்து என்பதொன்று இல்லை விருந்தின் துணைத்துணை ஓம்பப் படும்.,There is no fixed measure for hospitality; it should be extended to the utmost limit.,Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),86,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 86, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0030-DREW,சுவைஒளி ஊறுஒசை நாற்றமென ஐந்தின் வகைதெரிவான் கட்டே உலகு.,"The world belongs to one who understands the five senses: taste, sight, touch, sound, and smell.",Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),30,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 30, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
TK-0324-POPE,நல்லாறு எனப்படுவது யாதெனின் யாதொன்றும் கொல்லாமை சூழ்ந்து ஒழுகல்.,"If you ask what the good path is, it is to live life thinking of and practising non-injury.",Tiruvalluvar,Thirukkural,Chapter 33: Non-Killing (கொல்லாமை),324,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 324, Non-Killing (கொல்லாமை).",,[],{},{},0.9,True
TK-0079-POPE,அன்பில்லார் தம்மைப் பிறர்செய்தல் அன்பின்மைக்கு என்மனங் கோடுகொள்ளும்.,"Whatever good is done to the loveless, their lovelessness of heart makes it seem as if it were done to others.",Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),79,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 79, Possession of Love (அன்புடைமை).",,[],{},{},0.9,True
TK-0249-DREW,தன்னூன் பெருக்கற்குத் தான்பிறிதூன் உண்பான் எங்ஙனம் ஆளும் அருள்.,How can one possess compassion who enlarges his body by eating other creatures' flesh?,Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),249,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 249, Possession of Compassion (அருளுடைமை).",,[],{},{},0.9,True
TK-0269-DREW,ஒருமை மகளிர் தமர்கணவர் என்னும் திருமை உடையார் தவம்.,The penance of women devoted to their one husband gives them dignity.,Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),269,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 269, Penance (தவம்).",,[],{},{},0.9,True
TK-0067-DREW,தந்தை மகற்காற்றும் நன்றி அவையத்து முந்தி இருப்பச் செயல்.,A father's finest service is to ensure his son sits foremost in the assembly.,Tiruvalluvar,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),67,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 67, The Blessing of Children (புதல்வரைப் பெறுதல்).",,[],{},{},0.9,True
TK-0016-DREW,சிறப்பொடு பூசனை செல்லாது வானம் வறக்குமேல் வானோர்க்கும் ஈண்டு அரிது.,"If drought comes, worship and festivals will cease even for the celestials.",Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),16,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 16, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0064-DREW,அமிழ்தினும் ஆற்ற இனிதேதம் மக்கள் சிறுகை அளாவிய கூழ்.,Food stirred by a child's little hands is sweeter than nectar.,Tiruvalluvar,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),64,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 64, The Blessing of Children (புதல்வரைப் பெறுதல்).",,[],{},{},0.9,True
TK-0084-DREW,உடைமையுள் இன்மை விருந்தோம்பல் ஓம்பா மடமை மடவார் கண் உண்டு.,The foolishness of the wealthy who fail hospitality is the folly of the ignorant.,Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),84,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 84, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0022-DREW,துறந்தார் பெருமை துணைக்கூறின் வையம் அறிந்தது கால் ஆகும் ஆற்று.,"To measure the greatness of ascetics, the world's knowledge is only a fraction.",Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),22,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 22, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
TK-0047-DREW,இயல்பினான் இல்வாழ்க்கை வாழ்பவன் என்பான் செயல்சான்ற ஆற்றி னவன்.,One who lives domestic life in its proper nature has fulfilled his life's purpose.,Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),47,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 47, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0244-POPE,திறன்அல்ல தேற்றுதல் ஒல்லாது அறனல்ல செய்யா அருள் உடையார்.,Those who possess compassion neither uphold the wrong nor do what is not virtuous.,Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),244,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 244, Possession of Compassion (அருளுடைமை).",,[],{},{},0.9,True
TK-0543-POPE,கொலைசெய்து கொன்றாரும் வாழ்வர் அலைசெய்து அல்லவை செய்யா தவர்.,Even a murderer may live; but those who commit injustice without killing will not survive.,Tiruvalluvar,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),543,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 543, Just Scepter (செங்கோன்மை).",,[],{},{},0.9,True
TK-0053-DREW,இல்லதென் இல்லவள் மாண்பானால் உள்ளதென் இல்லவள் மாணாக் கடை.,"When the wife is virtuous, what is lacking? When she is not, what value remains?",Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),53,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 53, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,[],{},{},0.9,True
TK-0089-DREW,வருவிருந்து வைகலும் ஓம்புவான் வாழ்க்கை பருவந்து பாழ்படுதல் இல்.,The life of one who daily welcomes guests will never be desolate.,Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),89,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 89, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0131-DREW,ஒழுக்கம் விழுப்பம் தரலான் ஒழுக்கம் உயிரினும் ஓம்பப் படும்.,Conduct leads to excellence; it must be guarded more zealously than life.,Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),131,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 131, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
TK-0025-POPE,ஐந்தவித்தான் ஆற்றல் அகல்விசும்பு ளார்கோமான் இந்திரனே சாலுங் கரி.,"Indra himself, the king of the gods who dwell in heaven, is a proof of the power of him who has destroyed the five senses.",Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),25,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 25, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
TK-0070-DREW,குழைத்த மக்கட்கு இளையர் பெரியோர் நடுவுணர்வு இல்லாத இல்லத்தவர்.,Those in the home without equity are like children before their own children.,Tiruvalluvar,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),70,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 70, The Blessing of Children (புதல்வரைப் பெறுதல்).",,[],{},{},0.9,True
TK-0032-POPE,அறத்தாறு இல்வாழ்க்கை ஆற்றின் புறத்தாறும் போஒய் பெறுவ தெவன்.,"If a person leads a domestic life in the path of virtue, what more is to be gained by entering other paths?",Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),32,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 32, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்).",,[],{},{},0.9,True
TK-0291-DREW,வாய்மை எனப்படுவது யாதெனின் யாதொன்றும் தீமை இலாத சொலல்.,Truthfulness means speaking words wholly free of harm to any creature.,Tiruvalluvar,Thirukkural,Chapter 30: Truthfulness (வாய்மை),291,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 291, Truthfulness (வாய்மை).",,[],{},{},0.9,True
TK-0088-DREW,மிகைபடச் சொல்லாது மெய்ப்பட வேண்டும் வகைபட வேண்டும் விருந்து.,"Hospitality must be rendered truthfully, neither exaggerated nor deficient.",Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),88,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 88, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0137-POPE,ஒழுக்கம் குடிசெய்யும் ஒல்லா தவர்க்கும் ஒழுக்கம் மேல் வந்த குடி.,Right conduct elevates even those of low birth; right conduct has higher birth than high lineage.,Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),137,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 137, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
TK-0031-POPE,சிறப்பீனும் செல்வமும் ஈனும் அறத்தினூ உ ஆக்கமும் அந்த வகை.,Virtue yields both distinction and wealth; thus virtue is the true cause of all prosperity.,Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),31,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 31, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்).",,[],{},{},0.9,True
TK-0372-DREW,பேதைப் படுக்கும் பிணிசெய்யும் பீடழிக்கும் மூதேவி முன்வந்து இடும்.,"Bad fate brings foolishness, disease, and destroys dignity before anything else.",Tiruvalluvar,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),372,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 372, Fate / Destiny (ஊழ்).",,[],{},{},0.9,True
TK-0095-POPE,பணிவுடையன் இன்சொலன் ஆதல் ஒருவற்கு அணியல்ல மற்றுப் பிற.,To be modest and speak pleasantly is the only true adornment for a person; other adornments are not.,Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),95,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 95, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
TK-0245-DREW,மன்னுயிர் ஓம்பி அருளாள்வான் என்னும்கொல் நன்னீத்தை யொத்த வினை.,What is the work of one who cherishes all lives and rules with compassion? It is like a pure well.,Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),245,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 245, Possession of Compassion (அருளுடைமை).",,[],{},{},0.9,True
TK-0003-DREW,மலர்மிசை ஏகினான் மாணடி சேர்ந்தார் நிலமிசை நீடுவாழ் வார்.,Those who cling to the feet of the One who walked on flowers will long flourish on this earth.,Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),3,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 3, Praise of God (கடவுள் வாழ்த்து).",,[],{},{},0.9,True
TK-0044-POPE,பழியஞ்சிப் பாத்தூண் உடைத்தாயின் வாழ்க்கை வழியெஞ்சல் எஞ்ஞான்றும் இல்.,"If one lives, fearing blame and sharing food, that domestic life will never miss the right path.",Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),44,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 44, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0541-POPE,ஓர்ந்துகண் ணோடாது இறைபுரிந்து யார்மாட்டும் தேர்ந்துசெய் வஃதே முறை.,"To investigate, to be impartial, and to administer justice to all is the way of righteous rule.",Tiruvalluvar,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),541,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 541, Just Scepter (செங்கோன்மை).",,[],{},{},0.9,True
TK-0058-DREW,பெற்றாற் பெறல்தக்க பேதை பெட்டாங்கு உற்றவர் உள்ளம் உவப்பிக்க வல்லள்.,A simple woman who has children and pleases her loved ones has achieved her purpose.,Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),58,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 58, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,[],{},{},0.9,True
TK-0295-POPE,மனத்தொடு வாய்மை மொழியின் தவத்தொடு தானம் செய்தவர் ஆகும்.,He who speaks truthfully with his mind is equal to one who has performed penance and charity.,Tiruvalluvar,Thirukkural,Chapter 30: Truthfulness (வாய்மை),295,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 295, Truthfulness (வாய்மை).",,[],{},{},0.9,True
TK-0140-POPE,மோட்டின் மேல் ஏறி உலகியற்றும் மாநில மன்னர் ஒழுக்கம் சான்றோர்க்கு.,The conduct of kings who rule the great earth from their high place is a standard for the noble.,Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),140,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 140, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
TK-0292-DREW,பொய்மையும் வாய்மை யிடத்த புரைதீர்ந்த நன்மை பயக்கும் எனின்.,Even a falsehood is truthfulness if it produces faultless good.,Tiruvalluvar,Thirukkural,Chapter 30: Truthfulness (வாய்மை),292,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 292, Truthfulness (வாய்மை).",,[],{},{},0.9,True
TK-0009-DREW,கோளில் பொறியின் குணமிலவே எண்குணத்தான் தாளை வணங்காத் தலை.,A head that worships not the feet of the eight-attributed One is like a sense organ without sensation.,Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),9,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 9, Praise of God (கடவுள் வாழ்த்து).",,[],{},{},0.9,True
TK-0063-POPE,தம்பொருள் என்பதம் மக்கள் அவர்பொருள் தம்தம் வினையான் வரும்.,Sons are a man's own possessions; their attainments come from their own deeds.,Tiruvalluvar,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),63,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 63, The Blessing of Children (புதல்வரைப் பெறுதல்).",,[],{},{},0.9,True
TK-0094-DREW,துன்புறூஉம் துவ்வாமை இல்லாகும் யார்மாட்டும் இன்புறூஉம் இன்சொ லவர்க்கு.,"To those who speak pleasantly to all, misery and poverty will not come.",Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),94,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 94, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
TK-0011-DREW,வான்நின்று உலகம் வழங்கி வருதலால் தான்அமிழ்தம் என்றுணரற் பாற்று.,"As the world lives by rain falling from heaven, rain may be called the nectar of life.",Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),11,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 11, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0008-POPE,அறவாழி அந்தணன் தாள்சேர்ந்தார்க் கல்லால் பிறவாழி நீந்தல் அரிது.,"It is impossible to cross the ocean of vice, unless you reach the feet of the virtuous One, the Brahmin who is an ocean of virtue.",Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),8,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 8, Praise of God (கடவுள் வாழ்த்து).",,[],{},{},0.9,True
TK-0250-DREW,கொல்லான் புலாலை மறுத்தானைக் கைகூப்பி எல்லா உயிரும் தொழும்.,All beings will fold their hands and worship one who neither kills nor eats flesh.,Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),250,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 250, Possession of Compassion (அருளுடைமை).",,[],{},{},0.9,True
TK-0267-DREW,தவமும் தவமுடையார்க்கு ஆகும் அவமே அவமுடையார்க்கு ஆகும்.,Penance belongs to the penitent; vanity belongs to the vain.,Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),267,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 267, Penance (தவம்).",,[],{},{},0.9,True
TK-0042-POPE,துறந்தார்க்கும் துவ்வா தவர்க்கும் இறந்தார்க்கும் இல்வாழ்வான் என்பான் துணை.,"The householder is the support of the renounced, the needy, and the dead.",Tiruvalluvar,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),42,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 42, Domestic Life (இல்வாழ்க்கை).",,[],{},{},0.9,True
TK-0077-DREW,அன்பகத்து இல்லா உயிர்வாழ்க்கை வன்பாற்கண் வற்றல் மரம்போல் நிலை.,A life without inner love is like a withered tree in barren ground.,Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),77,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 77, Possession of Love (அன்புடைமை).",,[],{},{},0.9,True
TK-0265-POPE,ஒன்னார்த் தெறலும் உவந்தாரை ஆக்கலும் எண்ணும் தவத்தான் வரும்.,Both the destruction of enemies and the raising up of the beloved come from penance.,Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),265,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 265, Penance (தவம்).",,[],{},{},0.9,True
TK-0021-DREW,ஒழுக்காறு இகழ்ந்த ஒருவன் கழுக்கோட்டு ஒழுகான் மதிக்கப்படும்.,"One who neglects righteous conduct, though irreproachable in other ways, will be despised.",Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),21,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 21, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
